bar,final_gpa,lsat,Male
0,2.219616293,141.9223332,0
1,3.105804753,157.7468015,0
1,2.780156231,147.8270896,0
0,2.997185903,149.7297807,0
0,2.505232141,155.5311305,0
1,2.449366298,139.1144392,0
1,3.40082761,146.2543099,0
0,4.040352229,145.571293,0
0,2.456545905,149.1683656,0
1,3.208075992,148.8994873,0
1,2.795938597,155.5869766,0
1,2.540300899,143.0038976,0
0,3.660991769,157.5697867,0
0,2.935082538,148.9196648,0
0,1.730123814,149.4383456,0
1,2.752595421,146.4673489,0
1,2.599120869,155.5428421,0
0,3.356279733,148.8632793,0
1,3.15319672,154.3726805,0
0,3.567718827,155.886803,0
1,3.301208447,150.9019152,0
1,3.347954877,143.547066,0
1,2.589416905,143.8548536,0
1,3.013702495,151.8001774,0
0,2.69030221,135.1566382,0
1,2.605078188,140.365198,0
1,2.92337446,150.5410199,0
1,3.058940805,162.7066445,0
0,2.094101329,142.1459453,0
0,3.234797973,156.9051365,0
1,3.713839523,148.2027621,0
0,4.048834218,156.9133841,0
1,2.199693382,143.8262831,0
0,3.688172821,147.811611,0
0,2.800760861,156.9055343,0
1,2.166580397,149.7670801,0
0,3.341652001,137.2393279,0
0,3.21269051,140.9539532,0
0,3.136433926,146.0484099,0
0,3.606823895,150.6982081,0
1,2.405772723,150.7256763,0
0,3.531296333,155.090106,0
1,2.83030903,139.4948055,0
1,2.162568072,138.6655661,0
0,3.751124792,154.9844604,0
0,2.398918214,144.9683742,0
1,2.50582574,140.0677995,0
1,3.323926004,151.9562291,0
0,2.5817367,155.1939264,0
0,2.597442706,157.9101928,0
1,2.24597079,147.8478532,0
0,2.91866597,140.2089965,0
0,2.996260518,141.6771231,0
1,2.998174955,158.857282,0
0,3.071169303,151.0524493,0
1,2.163446767,145.1812423,0
1,1.807459643,145.4764621,0
0,3.166750071,160.8501579,0
1,2.218418842,156.9295139,0
0,2.675018988,156.5102744,0
0,3.376275448,160.5260169,0
1,3.024827222,160.3751375,0
1,2.660843077,137.3374087,0
0,2.185514766,148.5524351,0
1,2.624783524,140.4138175,0
1,2.112850812,142.0244704,0
1,2.302349628,151.0911564,0
0,3.302754825,156.2699285,0
0,2.428188015,153.5578968,0
0,3.860309222,160.4829638,0
1,1.828431332,150.1001082,0
0,2.105266765,129.5738721,0
1,2.186653247,145.4679281,0
1,2.924165763,150.6526769,0
0,3.54071092,143.2906514,0
1,2.249204005,151.0328268,0
0,1.357502862,147.6149259,0
0,3.103925768,157.4039785,0
1,2.305728275,139.8327465,0
1,3.44903243,156.2244473,0
0,2.844065804,151.2474401,0
1,3.574568628,146.2005505,0
1,3.333325001,151.6765596,0
0,1.773642686,134.2053991,0
1,3.736468707,146.2372748,0
0,3.673667668,152.0668575,0
1,3.459278191,145.1639179,0
1,2.332629437,138.2991357,0
0,2.861298498,149.7471722,0
1,2.100231796,142.2448434,0
1,3.464080259,160.1647985,0
0,1.640900733,140.4951927,0
0,3.469215182,156.9419111,0
0,3.097672766,147.4133193,0
0,3.502616607,153.1912323,0
1,3.893670587,149.78525,0
0,2.423939425,148.9775586,0
0,3.113917232,146.2970439,0
0,3.21511737,165.1791448,0
0,3.931983971,139.2104318,0
1,1.46775884,126.9935862,0
1,2.14493143,141.7409905,0
0,2.725668932,149.4717993,0
0,3.351677224,152.4325515,0
1,2.489139119,141.3223895,0
1,2.148684942,158.9384176,0
0,3.541044708,149.9865922,0
1,2.931433649,140.602876,0
0,2.274832131,160.3478374,0
0,3.656314344,158.8645152,0
0,3.361194467,164.2662754,0
1,3.308361924,157.936977,0
1,3.262719408,148.3657088,0
0,2.286910881,147.9258978,0
0,3.317366287,151.3202846,0
1,3.991411997,160.9329413,0
0,1.8686895,140.3163107,0
0,2.557956646,148.6429825,0
0,3.966872785,157.7677024,0
1,3.332959813,157.3070847,0
0,2.783296875,151.8756335,0
1,4.14707205,158.5801144,0
0,2.399719393,142.6151041,0
1,3.041557978,145.7815074,0
1,3.491536761,158.4785074,0
0,2.753064841,149.4497764,0
1,3.274395999,154.606958,0
1,2.772151283,142.8148501,0
1,2.324596593,152.1949046,0
0,2.935759612,149.8509697,0
0,1.87275828,133.2674269,0
1,2.205786703,152.5769895,0
0,2.221149014,150.005938,0
0,2.574711395,138.5523117,0
0,2.409100082,149.8784276,0
1,2.803333596,151.4015663,0
0,2.924776239,152.4540756,0
0,3.208870676,144.437384,0
0,3.392009774,153.1034191,0
1,2.747453854,152.4317224,0
0,3.455582218,150.294402,0
0,3.003780226,150.1075446,0
0,2.783383349,140.1249724,0
1,3.03604385,157.1360258,0
0,2.958575853,160.1576164,0
0,3.192931452,154.2005673,0
0,3.52101285,147.9245233,0
1,3.209151906,140.1411741,0
0,4.076997086,151.9271325,0
1,3.714472341,148.612604,0
1,4.081948391,156.1551471,0
0,2.697961739,148.6539065,0
0,2.423187944,144.5501974,0
0,1.407159493,139.4507476,0
0,2.951044816,156.2343766,0
1,3.216797214,150.7834893,0
0,3.007321794,148.0497553,0
1,3.246018075,157.2253308,0
1,3.09199693,154.7965049,0
0,3.127004915,151.5435573,0
1,2.888948194,149.6667415,0
0,2.15135062,153.3709925,0
0,3.599814312,156.5956182,0
0,2.064132918,152.8011543,0
1,3.089784319,147.8308311,0
0,1.820200445,150.1460524,0
0,3.262766269,155.5976691,0
0,2.838127285,148.8253392,0
0,3.322372138,152.9736286,0
0,2.380946685,149.0311652,0
0,3.11976538,161.6093721,0
0,2.137960528,145.2731819,0
1,1.145070865,141.0250513,0
0,3.932562209,169.3498805,0
0,3.481075682,154.5731943,0
0,2.735916061,147.744822,0
1,3.019449502,158.1867338,0
1,3.326507784,151.0959351,0
0,3.079371006,153.7785641,0
1,3.869152133,150.541373,0
0,3.124779197,159.235969,0
0,2.658930632,150.3156283,0
1,2.034381628,142.4467695,0
1,3.606732393,165.4518466,0
1,2.880291281,147.8184353,0
1,3.22825016,146.7390279,0
0,2.900124665,157.3832234,0
1,3.281074284,148.4601379,0
1,3.416832754,138.3191939,0
0,3.261550135,138.1383215,0
0,2.685144208,157.841127,0
0,3.753796868,145.5633955,0
1,2.71601515,149.4801977,0
0,2.299552236,148.775404,0
1,3.804405415,151.9507914,0
0,3.436323804,142.7791527,0
0,3.632473533,147.399312,0
1,3.074198734,149.6732452,0
1,2.438143003,152.6000717,0
1,2.538213592,139.4154118,0
1,2.562525435,146.722013,0
1,3.117371665,154.166434,0
0,1.67253123,154.632327,0
0,4.004575196,146.4201569,0
1,3.379895121,149.5600501,0
1,3.089019156,146.3317518,0
1,3.554366537,146.8210852,0
1,1.527629912,138.48604,0
0,2.342541776,151.6826524,0
0,3.338416174,158.1575097,0
1,1.984884701,150.7233717,0
0,2.250635682,147.1296017,0
1,2.700946442,134.0756586,0
1,3.521509314,158.7465863,0
1,3.297515099,147.322422,0
1,2.491330059,137.5999802,0
1,2.062357255,143.2683208,0
1,3.421502533,148.6608803,0
1,2.955823925,152.8715916,0
1,2.67146147,147.7497794,0
1,3.711072305,164.1203339,0
1,3.346983342,151.6958988,0
0,3.159894439,147.5255424,0
0,2.753642963,137.5596243,0
1,3.41447885,156.0380922,0
0,3.861739909,151.1971904,0
0,2.229506787,145.6957827,0
0,3.849315207,162.7225972,0
0,3.31959326,160.8304744,0
0,3.794020417,152.4069655,0
1,2.973114927,152.4402046,0
0,2.809695898,148.4275137,0
1,3.013636043,152.0367934,0
0,2.259995676,141.8841414,0
0,2.905895645,154.8824777,0
1,3.446017916,155.9371393,0
1,3.447934526,147.3433507,0
1,4.060442311,152.3921368,0
1,2.689091153,143.3137483,0
1,2.636690222,152.5850799,0
1,3.599903997,149.4282028,0
1,2.355157039,144.3478227,0
1,3.445309937,148.5242684,0
0,2.757894483,157.6539482,0
1,3.601303259,153.6300095,0
1,2.52016023,140.2115603,0
1,3.713715684,151.049626,0
0,4.180264712,152.4665679,0
0,1.726849699,140.4702837,0
1,3.141840311,153.1475926,0
0,2.420443761,144.8046045,0
0,4.114649464,157.9685641,0
0,3.552618671,157.756862,0
1,2.713474318,155.5306021,0
0,3.241558325,144.5659757,0
1,2.874270892,143.1652768,0
0,3.890235178,148.9934853,0
1,3.850393855,156.7001126,0
1,3.16442577,154.7597767,0
1,1.986805423,133.7966011,0
0,2.802498396,150.2298777,0
1,3.309291102,148.0288326,0
0,3.275600582,144.8769674,0
0,3.648593355,143.502886,0
1,2.519132785,137.0264764,0
1,3.55604865,149.0796877,0
1,2.102132679,145.6344726,0
1,2.712469625,152.1153093,0
0,2.427517695,135.9633504,0
1,3.076182464,155.1851862,0
0,2.381582528,147.9670242,0
0,3.192080442,155.728771,0
0,3.15545947,149.5190359,0
1,2.815473858,150.5342338,0
0,2.48243575,155.7619472,0
0,3.187607456,143.7810011,0
1,0.792755794,134.9366443,0
0,3.027774405,150.3558331,0
0,3.382515468,148.4152905,0
1,2.401151907,149.4740165,0
0,3.540544257,160.0437367,0
1,2.127424499,148.9231979,0
1,3.659339993,152.8942978,0
0,3.859943533,167.6590424,0
0,4.091464275,152.6541389,0
1,2.662610782,167.9343234,0
0,4.170464282,152.2317393,0
1,3.767679007,159.9659218,0
0,2.318551011,137.510312,0
1,2.754503009,143.9970903,0
1,4.010665361,143.4551619,0
0,3.232316119,163.173584,0
0,3.31053376,156.0111066,0
1,2.518703981,141.15164,0
1,3.028697055,141.2170751,0
0,3.78961435,155.7360581,0
1,3.435874583,142.0701603,0
0,4.083789527,148.7002816,0
1,3.300674311,155.5377634,0
0,3.383131013,155.7567024,0
0,2.762819711,157.2305017,0
1,2.168037054,145.9505787,0
0,2.888328488,144.2462887,0
1,3.395482848,145.812132,0
0,2.837941741,141.3960182,0
1,1.674476222,134.7108685,0
0,2.875901126,152.0797426,0
1,3.209363697,151.420761,0
1,2.581752461,160.2053627,0
1,2.171614057,150.4705031,0
1,3.784765784,156.2784188,0
1,3.563178241,150.8292317,0
0,3.422335089,156.2428137,0
0,2.82050269,144.6489981,0
1,2.848387844,155.2190395,0
0,3.957383332,163.3966039,0
0,3.476812414,148.0063178,0
1,2.911481173,153.2667157,0
0,3.02386541,141.3043039,0
0,2.400401132,144.5327997,0
0,2.937009725,155.5427178,0
0,2.735239196,145.8847351,0
0,1.064067986,143.6925749,0
1,3.166604738,151.8669188,0
0,1.64048046,146.2235999,0
1,2.962215135,152.5031893,0
0,2.702224119,141.9351034,0
0,3.641762196,151.7058514,0
0,2.632351138,136.853295,0
0,3.116292661,154.6814144,0
1,2.899404783,151.0859583,0
0,3.208221109,144.5035408,0
0,2.632552782,159.3004459,0
1,3.282004298,155.4634467,0
1,3.270783277,149.7825535,0
1,3.728095991,159.8908342,0
0,1.287424645,149.8202956,0
0,3.84256103,161.5069751,0
1,2.449698752,156.2856824,0
1,2.297360311,143.8979796,0
1,2.776923902,143.3699772,0
0,3.310596242,144.406418,0
0,3.54408282,151.9521719,0
1,3.129842365,149.5108794,0
0,3.055632551,145.0911906,0
0,3.11563602,152.0874925,0
0,2.994581169,147.1454809,0
0,3.983471324,161.6415629,0
1,3.670373366,170.0416023,0
1,2.769340777,154.1450039,0
0,3.346612119,148.9065745,0
1,2.090947808,143.0070555,0
1,2.992822653,143.1920916,0
0,2.619626343,143.63702,0
1,3.897486681,138.8579784,0
0,3.357958794,159.2953422,0
1,2.416386552,147.9100328,0
0,2.381124351,145.278212,0
0,3.308538605,150.1854208,0
0,3.201444271,153.1197933,0
0,2.617214445,148.2309161,0
1,2.099306779,140.8657034,0
0,2.717146856,141.7110437,0
1,3.044313728,152.7070711,0
1,3.098981058,155.0366196,0
0,2.455182251,135.5390893,0
1,3.167063034,152.0790689,0
1,4.06947237,155.8238038,0
1,3.167912109,148.2731759,0
1,3.886033782,142.0473039,0
0,3.069784844,155.4456148,0
1,2.078550282,145.5127301,0
0,3.007837599,144.1861876,0
1,3.019161024,151.6299637,0
1,3.245684433,151.5780266,0
0,1.776402298,145.1339045,0
1,2.870825899,160.9081908,0
1,2.90728921,160.4827099,0
1,2.874088316,140.3339322,0
0,2.534944153,154.4477528,0
0,2.169442886,145.877748,0
1,2.709584721,140.2345765,0
1,2.587546802,147.4861129,0
1,3.580118133,156.5055061,0
0,3.02196016,157.357504,0
0,2.389580255,148.2845471,0
0,3.694664875,148.187418,0
0,2.347218464,139.4833282,0
0,2.473895017,150.3222168,0
0,3.082457612,157.4983445,0
1,3.657776927,149.566114,0
1,1.597282938,152.0087525,0
1,2.800328979,153.6071953,0
0,3.251861987,148.8306204,0
1,2.392270331,146.0246388,0
0,3.189897933,148.1343904,0
0,1.981679477,133.1974359,0
0,2.527399186,149.079076,0
1,1.319226624,139.1198512,0
0,2.196079182,148.5791547,0
1,2.30032816,140.4884564,0
1,2.870224063,149.5094444,0
0,2.487642831,148.82631,0
1,3.223185489,146.318908,0
0,3.92684546,145.4425362,0
1,3.080900688,151.2332675,0
0,2.921202783,141.9553668,0
0,2.581550105,152.6527956,0
0,2.95114384,146.7415144,0
1,3.637550743,158.2731903,0
0,3.384543215,158.8091597,0
1,3.359741737,151.9231614,0
0,2.945495299,142.5225054,0
1,2.209568133,146.9736375,0
1,3.131368367,151.4450408,0
1,2.50319089,147.2506255,0
1,2.597413732,148.6910928,0
1,2.471115351,145.9015042,0
1,2.644175258,157.2043826,0
0,2.965981111,149.8381065,0
1,2.910905539,147.8359111,0
1,2.980500825,151.2258021,0
0,2.326104991,148.1829707,0
1,1.983651849,138.5802049,0
0,2.741558157,140.1048138,0
0,3.205424391,142.1253241,0
1,2.584223791,146.3151313,0
1,2.009989806,146.266295,0
0,3.119822465,160.0264392,0
0,3.067793268,151.1585047,0
0,3.272693506,152.7201964,0
1,2.376421597,149.4571158,0
0,3.492053484,144.970391,0
1,3.181815821,152.1964997,0
0,3.305615156,152.1526557,0
0,2.746572982,151.3017212,0
0,3.890768569,166.4333757,0
1,3.576683943,155.3689128,0
1,2.613081562,161.8250101,0
1,1.852501424,134.1380523,0
0,3.102645353,143.0674977,0
0,2.338603383,148.2046331,0
0,2.088443814,148.79595,0
1,2.462675651,158.3076732,0
1,3.006407372,157.1201456,0
0,3.304758762,151.8962235,0
1,3.993836342,153.098865,0
1,1.441297882,140.5134825,0
1,3.527102772,145.9265036,0
0,3.048530881,144.7383783,0
0,3.646264624,164.7394017,0
1,3.223716022,147.8557427,0
1,2.732369719,153.126984,0
1,3.66658271,165.9653792,0
1,3.179283147,145.4447365,0
1,3.407668372,157.3416043,0
0,2.499740116,150.1140634,0
0,2.263357361,143.0234629,0
0,2.531766739,146.0830312,0
0,2.630060537,144.7408025,0
1,1.967903294,136.1685008,0
1,3.233707516,150.3895353,0
1,2.244449017,143.6470385,0
1,3.149468181,161.380195,0
0,3.582134807,147.0746579,0
0,1.39461194,142.1691271,0
1,3.437195627,154.1182228,0
0,2.674433315,152.9418652,0
0,3.150920981,155.5480321,0
1,3.103458305,150.6057732,0
0,2.55916044,156.1311381,0
0,2.642752138,144.3598537,0
0,3.166005347,154.5366859,0
0,2.714945375,144.5405616,0
0,1.677998655,147.0124696,0
1,2.29843746,144.530352,0
0,2.900733144,150.0313347,0
1,2.364190271,138.9998226,0
1,2.726836403,151.7299307,0
0,2.655174954,142.1681996,0
0,3.112573339,153.6464992,0
1,2.862570673,153.3172138,0
1,3.758289307,159.1988553,0
1,3.392890211,152.6644957,0
1,3.564447183,162.1003046,0
1,2.621259172,139.5536612,0
0,2.547773812,145.8570423,0
0,3.941160097,145.9677583,0
1,2.477130195,141.2070938,0
1,3.451232178,147.0242543,0
0,1.622298015,148.3288921,0
0,2.57785081,145.8822077,0
1,3.836560977,157.3647475,0
1,2.178588959,154.6208636,0
0,2.901286641,148.4831969,0
1,3.558283106,150.0618538,0
0,2.307907559,139.3466905,0
0,3.835327467,149.2848661,0
0,3.4143218,136.3657727,0
0,2.847697562,148.2442808,0
1,3.895960422,172.4818738,0
0,2.451229592,144.2378234,0
0,2.548734782,153.6228274,0
0,3.285360396,154.1320548,0
1,2.721733272,149.6177791,0
1,2.330390128,140.0926367,0
1,3.316410875,157.1525865,0
0,2.806152683,152.4358185,0
1,3.316662657,153.1189606,0
0,2.668855498,142.9731665,0
1,3.196175908,142.340756,0
0,2.938365473,165.8097681,0
1,2.643977504,142.0611037,0
1,2.062440823,151.0656919,0
0,3.689389112,156.0583351,0
1,2.868774845,154.6324602,0
0,3.607624208,156.2009633,0
0,3.308391174,151.7552353,0
0,3.279422976,145.6583914,0
1,2.875235674,145.9351313,0
0,2.919873796,133.6329013,0
1,2.121394432,146.4722854,0
1,3.146251031,159.2943047,0
0,3.18143089,140.3988568,0
0,3.687728409,147.4091085,0
1,3.60931871,162.273058,0
1,1.735811742,147.8649739,0
1,3.312077587,150.1396047,0
1,2.072430226,154.9933754,0
0,3.371553285,158.4736222,0
1,3.265092665,153.2433741,0
0,3.957603136,159.1348611,0
1,2.376768545,149.9242532,0
1,2.642865351,149.7850206,0
1,1.800520226,146.9758064,0
1,3.545590819,154.9765063,0
0,2.965914352,144.6889464,0
1,2.915828286,144.9314697,0
1,2.209305299,147.8928291,0
1,3.663665311,155.0015416,0
0,3.223257097,160.9265308,0
1,3.270990736,144.4762827,0
1,3.219884634,149.6278263,0
1,2.265710768,141.060879,0
1,3.442077674,147.5062268,0
1,3.100130389,155.5495939,0
1,2.826136976,142.9292748,0
1,2.139639026,140.9573609,0
0,3.010408079,156.0354279,0
0,2.887905264,152.634442,0
1,3.571210766,147.5903863,0
0,3.500899133,153.8192804,0
1,2.927041932,145.4489211,0
1,2.563787793,148.2044443,0
1,2.28023586,148.5860741,0
0,3.044568799,149.6669839,0
1,2.77157776,150.0134238,0
0,2.344354807,136.6701446,0
0,0.726934612,138.7038226,0
1,2.560705919,149.3849643,0
0,4.007142943,163.7135904,0
1,1.991571158,137.5834032,0
0,2.785849876,148.9747717,0
1,2.01912214,138.4666522,0
1,3.303961309,159.4528832,0
1,2.684600201,151.0368644,0
0,3.348588032,150.1072546,0
1,4.052315937,150.2211757,0
0,2.592837512,148.1520509,0
1,4.148615161,162.6570563,0
0,3.078403922,149.6973325,0
1,3.842630227,160.5539105,0
1,1.892564212,150.1023084,0
0,2.894770716,157.5024672,0
1,2.896717137,152.874518,0
0,3.682996309,139.219007,0
1,3.330355862,145.961357,0
0,3.485292969,145.3686789,0
0,2.195848627,143.9923498,0
0,3.08270195,155.6139381,0
0,2.971728458,143.1272898,0
0,1.805011067,144.1273163,0
1,3.070605306,161.2718692,0
0,3.249419702,143.683222,0
0,3.491930459,146.9964872,0
1,2.644103223,147.3098445,0
1,2.311404097,148.4887301,0
